Drug_ID	Drug	Y
"Drug 10201"	"CCN(CC)CCC(=O)OC1C(C)=CC(C)C(=O)CC(C(C)CC2CCC(O)C(OC)C2)OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(OC)C(C)=CC=CC=CC(C)CC(C)C(=O)C1OC.Cl"	0
"Drug 10202"	"CSC1=Nc2cc3c(cc2C(=O)N2CC(O)CC12)OCO3"	0
"Drug 10203"	"NNC1=Nc2cc3c(cc2C(=O)N2CC(O)CC12)OCO3"	0
"Drug 10204"	"O=C1Nc2cc3c(cc2C(=O)N2CC(=NO)CC12)OCO3"	0
"Drug 10205"	"Cc1cc(=O)oc2c1c(C)nn2-c1cccc(Cl)c1"	0
"Drug 10206"	"COC(=O)C1=CCCC2C1(C)CCC(C)C21CC(c2ccoc2)OC1=O"	0
"Drug 10207"	"C=C1C2CCC3C4(C)CCCC(C)(C(=O)O)C4CCC3(C2)C1OC(C)=O"	1
"Drug 10208"	"CC1(O)CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3"	0
"Drug 10209"	"CC(C)CC[Ge](CCC(C)C)(CCC(C)C)CCC(C)C"	0
"Drug 10210"	"O=S(O)CCCCSSCC(O)CO.[NaH]"	0
"Drug 10211"	"O=C1Nc2ccccc2C12OCCS2"	0
"Drug 10212"	"CCC1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.Cl"	0
"Drug 10213"	"CCC1(OC(=O)CNC)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.Cl"	0
"Drug 10214"	"CC(O)(CCCCCl)c1nc2ccccc2s1"	0
"Drug 10215"	"COc1cccc2c1C(CO)N1C(C#N)C3CC(C(=O)O)C(C1C2)N3C"	0
"Drug 10216"	"O=C1NC2CS(=O)(=O)CC2N1"	0
"Drug 10217"	"O=C1N(Cc2ccccc2)C2CS(=O)(=O)CC2N1Cc1ccccc1"	0
"Drug 10218"	"CC1OC2CC(=O)OC2C2=C1C(=O)c1c(ccc(C3CC(N(C)C)C(O)C(C)O3)c1O)C2=O.Cl"	0
"Drug 10219"	"Cc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)C=C3"	0
"Drug 10220"	"CCOC(=O)c1c(C)n(C)c2c1nnc1ccccc12"	0
"Drug 10221"	"CN1C(c2ccccc2)=C(C#N)C(=O)CC(c2cccs2)N1C"	0
"Drug 10222"	"Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3F)cnc2n1.O=C(O)C(F)(F)F"	0
"Drug 10223"	"COc1cc2c(cc1C)C1=C(C)C(=O)OC1C(O)C2C"	0
"Drug 10224"	"CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)OCN1C(=O)C2C3C=CC(C2C1=O)C1C2C(=O)N(COC(=O)C(Cc4ccccc4)NC(=O)OC(C)(C)C)C(=O)C2C31"	0
"Drug 10225"	"O=C(CC(O)CCc1ccc(O)c(O)c1)OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1"	0
"Drug 10226"	"CC(=O)C(=Cc1ccc(C=C(C(C)=O)C(C)=O)cc1)C(C)=O"	0
"Drug 10227"	"Fc1ccc(SC(CCl)CCl)cc1"	0
"Drug 10228"	"O=c1c(-c2ccccc2)coc2cc(O)ccc12"	0
"Drug 10229"	"COc1ccc(-c2c(C(=O)O)oc3cc(O)ccc3c2=O)cc1OC"	0
"Drug 10230"	"CCOC(=O)c1oc2cc(O)ccc2c(=O)c1-c1ccc(OC)c(OC)c1"	0
"Drug 10231"	"Br.CCN(CC)OC(=O)C=Cc1ccccc1"	0
"Drug 10232"	"CN1C(=O)C2C(C1=O)C1c3ccccc3C=CN1C2C(=O)c1ccccc1"	0
"Drug 10233"	"Br.CCN(CC)CCOC(=O)C=Cc1ccccc1"	0
"Drug 10234"	"Cc1ccc2c(c1)C1(SC(C)C(=O)N1c1ccc(I)cc1)C(=O)N2"	0
"Drug 10235"	"O=[N+]([O-])OC1CCCC(O[N+](=O)[O-])c2c1[n+]([O-])c1ccccc1[n+]2[O-]"	0
"Drug 10236"	"Brc1ccc(-c2c[nH]c3nc4nc5ccccc5c-4nn23)cc1"	0
"Drug 10237"	"COC(=O)C1C2CCCN2OC1(C)CO"	0
"Drug 10238"	"CC(C)(C)c1cc(C(C)(C)C)c2[n+]([O-])ssc1-2"	0
"Drug 10239"	"CN(C)C1C(CO)OC(n2cnc3c(N)ncnc32)C1O"	0
"Drug 10240"	"O=NNc1ccc2ccccc2n1.[NaH]"	0
"Drug 10241"	"C=C1C(=O)C23OC2C1CCC(=O)C1(C)CCC(OC(C)=O)C(C)(C)C1CC3O"	0
"Drug 10242"	"O=[N+]([O-])C=Cc1cc2c(ccc3ccccc32)[nH]1"	0
"Drug 10243"	"O=[N+]([O-])C=Cc1c[nH]c2c1ccc1ccccc12"	0
"Drug 10244"	"O=[N+]([O-])C=Cc1cc2ccc3ccccc3c2[nH]1"	0
"Drug 10245"	"CCOC(=O)c1[nH]c2c(cc(C=O)c3ccccc32)c1C"	0
"Drug 10246"	"CCOC(=O)c1cc2c(ccc3ccccc32)[nH]1"	0
"Drug 10247"	"COC=C(C#N)S(=O)(=O)C(C#N)=COC"	0
"Drug 10248"	"CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCCCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cccc12"	0
"Drug 10249"	"CN(C)C=Cc1c([N+](=O)[O-])ncn1C"	0
"Drug 10250"	"CCC=CCC=CCC=CCCCCCCCC(=O)OCC"	0
"Drug 10251"	"CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)CO"	0
"Drug 10252"	"COC(=O)C1=CCC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C12"	0
"Drug 10253"	"CC1=CCCC2C1(C)CCC(C)C2(C)CC1=CC(=O)C=CC1=O"	0
"Drug 10254"	"N#CC(=Cc1cccs1)c1cccs1"	0
"Drug 10255"	"Cc1nc2cc(C(=O)NC=O)c3nn[nH]c3c2n1C"	0
"Drug 10256"	"Cc1cc(N=C2C=C(Br)C(=O)C(Br)=C2)cc(CN(CC(=O)O)CC(=O)O)c1O.[NaH]"	0
"Drug 10257"	"CN1C2OC3(Cc4ccc5c(c42)OCO5)c2cc4c(cc2CC13)OCO4"	0
"Drug 10258"	"COc1cc2c(cc1OC)C(=O)c1nccc3ccc(OC)c(c13)O2"	1
"Drug 10259"	"COc1ccc2c(c1OC)Oc1c(OC)ccc3c1C(C2)N(C)CC3O"	0
"Drug 10260"	"COc1ccc(-c2cc(-c3cc(C)cc(Br)c3O)no2)cc1"	0
"Drug 10261"	"CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21"	0
"Drug 10262"	"CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21"	0
"Drug 10263"	"CC(C)(C)c1cc(C(=O)C=Cc2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1"	1
"Drug 10264"	"NC(Cc1ccccc1)C(=O)OCN1C(=O)C2C3C=CC(C2C1=O)C1C2C(=O)N(COC(=O)C(N)Cc4ccccc4)C(=O)C2C31.O=C(O)C(O)C(O)C(O)C(O)CO.[Na]Cl"	0
"Drug 10265"	"COC(=O)Nc1cn2ccsc2n1"	0
"Drug 10266"	"COC(=O)Nc1cn2nc(C)sc2n1"	0
"Drug 10267"	"COC(=O)Nc1cn2c(n1)sc1ccccc12"	0
"Drug 10268"	"CCCCCC(Nc1nncs1)Nc1nncs1"	0
"Drug 10269"	"O=C([OH+][Pt-2]1([OH+]C(=O)c2ccc(N=Nc3cccc([N+](=O)[O-])c3)cc2O)NC2CCCCC2N1)c1ccc(N=Nc2cccc([N+](=O)[O-])c2)cc1O"	0
"Drug 10270"	"Cc1ccc2oc(-c3n[nH]c(=N)s3)cc(=O)c2c1"	0
"Drug 10271"	"CCCCCCCCCCCCCCCCCCC1=C(O)C(=O)C=C(OC)C1=O"	0
"Drug 10272"	"O=C(O)CCSSCCCCS(=O)O.[NaH]"	0
"Drug 10273"	"Cc1oc(C)c2c1C(=O)N(C)C2=O"	0
"Drug 10274"	"N#Cc1c(-c2ccccc2)ssc1=S"	0
"Drug 10275"	"O=c1c2cncnc2sc2nccn12"	0
"Drug 10276"	"O=c1c2cncnc2sc2nc3ccccc3n12"	0
"Drug 10277"	"CC1(C)OC2C(COCc3ccccc3)=CC(n3ccc(=O)[nH]c3=O)C2O1"	0
"Drug 10278"	"CC(C)CC1=C(C(=O)c2ccoc2)CC(C)C1"	0
"Drug 10279"	"S=C(SSC(=S)N(Cc1ccccc1)Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1"	0
"Drug 10280"	"COc1c(OC2OC(CO)C(O)C(O)C2O)cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2c1O"	0
"Drug 10281"	"COC(=O)N1C=CC2ON=C(OC)C2C1c1ccccc1"	0
"Drug 10282"	"O=C(C1CC2CCN1CC2)N1CCN(C(=O)C2CC3CCN2CC3)CC1"	0
"Drug 10283"	"CCCn1c(SC)nc(COC(=O)NC)c1COC(=O)NC.Cl"	0
"Drug 10284"	"CCCSc1nc(COC(=O)NC)c(COC(=O)NC)n1C.Cl"	0
"Drug 10285"	"CCCCCCn1c(SC)nc(COC(=O)NC)c1COC(=O)NC.Cl"	0
"Drug 10286"	"CCCCCCSc1nc(COC(=O)NC)c(COC(=O)NC)n1C.Cl"	0
"Drug 10287"	"Cc1cccc(N2C(c3ccccc3)c3ccc(C)cc3NS2=O)c1"	0
"Drug 10288"	"O=C(C=Cc1ccccc1)c1cc2c(cc1O)OCO2"	0
"Drug 10289"	"COC(=O)C1=C(C(=O)OC)NC=C2CCCC2=N1"	0
"Drug 10290"	"CC(N)=Cc1nc(=O)ccs1"	0
"Drug 10291"	"Cc1cc(=O)c(C#N)c(C)s1"	0
"Drug 10292"	"CC(C)N1CC(=O)N2CSCC2C1=O"	0
"Drug 10293"	"COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N4CCN(C)CC4)C3=O)N1CC1NC12"	0
"Drug 10294"	"COc1ccc2c(c1OC)OCC(CN(C)C)C2=O.Cl"	0
"Drug 10295"	"CCC1COC2=NC(=O)C(=CNCCCN(C)C)C(=N)N21"	0
"Drug 10296"	"CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(OC(=O)CCCC(=O)NCCCN(C)C)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C.Cl"	0
"Drug 10297"	"COc1cc(NCC2COc3c(ccc(OC)c3OC)C2=O)c([N+](=O)[O-])cc1OC"	0
"Drug 10298"	"CC(C)NC(=O)OCCS(=O)c1c(Cl)c(Cl)nn1C"	0
"Drug 10299"	"C12=C3[C-]4C5=C1[Fe+3]23541678C2=C1[C-]6C7=C28.O=C(O)C(Cl)(Cl)Cl.O=C([O-])C(Cl)(Cl)Cl"	0
"Drug 10300"	"O=C([O-])CC[C-]1C2=C3C4=C1[Fe+2]3421567C2=C1[C-]5C6=C27"	0
"Drug 10301"	"c1ccc2c3c([nH]c2c1)C1CCN2CCCC2N1CC3"	0
"Drug 10302"	"N=c1[nH]c(=O)n(C2CCC(CO)O2)cc1F"	1
"Drug 10303"	"CC(O)C1OC(O)C2OC(C)(C)OC12"	0
"Drug 10304"	"COC1OC(C(C)O)C2OC(C)(C)OC12"	0
"Drug 10305"	"O=C(Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)c1ccccc1"	0
"Drug 10306"	"CS(=O)(=O)OCC1OC(n2ccc(NC(=O)c3ccccc3)nc2=O)CC1OS(C)(=O)=O"	0
"Drug 10307"	"N=c1ccn(C2CC3OCC3O2)c(=O)[nH]1"	0
"Drug 10308"	"COc1ccc(C(OCC2OC(n3ccc(NC(=O)c4ccccc4)nc3=O)C(O)C2O)(c2ccccc2)c2ccccc2)cc1"	0
"Drug 10309"	"CC1Cn2c(Cc3ccccc3)nnc2S1"	0
"Drug 10310"	"CC1Cn2c(nnc2-c2ccccc2O)S1"	0
"Drug 10311"	"c1ccc(Cc2nnc3n2CCC(c2ccccc2)S3)cc1"	0
"Drug 10312"	"c1ccc(-c2nc3n(n2)CCC(c2ccccc2)S3)cc1"	0
"Drug 10313"	"O=C(O)CCSSCCCS(=O)O.[NaH]"	0
"Drug 10314"	"O=C(O)CCSSCCCCCS(=O)O.[NaH]"	0
"Drug 10315"	"Cc1cccc(N2CC3CC4C=CC3(C2)O4)c1"	0
"Drug 10316"	"CC(=O)[OH+][Zn-2]12[N+](=Cc3cccc[n+]31)[N-]c1ccc3ccccc3[n+]12.CC(O)=[OH+]"	0
"Drug 10317"	"C1=[N+]2[N-]c3cccc[n+]3[Fe-4]234([N+](=Cc2cccc[n+]23)[N-]c2cccc[n+]24)[n+]2ccccc21.[Cl-]"	0
"Drug 10318"	"Cn1c(=O)c2c(ncn2Cc2ccc(O)c([N+](=O)[O-])c2)n(C)c1=O"	0
"Drug 10319"	"O=C(O)c1ccc(CI)cc1"	0
"Drug 10320"	"COc1c(CCl)cc(-c2cc(=O)c3ccccc3s2)cc1CCl"	0
"Drug 10321"	"COC(=O)NNC(=O)OC.COC(=O)Nc1ccccc1NC(=O)OC.COC(=O)Oc1nn(C(=O)OC)c(=O)c2ccccc12"	0
"Drug 10322"	"CC(=O)On1c(-c2ccccc2-c2nc3ccccc3n2OC(C)=O)nc2ccccc21"	0
"Drug 10323"	"COC(=O)Oc1nn(C(=O)OC)c(=O)c2ccccc12"	0
"Drug 10324"	"COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1O"	0
"Drug 10325"	"CC1CC2OC(C=CC=CC=CC=CC=CC(=O)C3=C(O)C(C(C)C)N(C)C3=O)C(O)C2O1.[NaH]"	0
"Drug 10326"	"CC1c2ccccc2NC(=O)N1N1CCOCC1"	0
"Drug 10327"	"COc1cccc(C2Nc3ccccc3C(=O)N2N2CCOCC2)c1"	0
"Drug 10328"	"O=C1c2ccccc2NC2(C(=O)Nc3ccccc32)N1N1CCOCC1"	0
"Drug 10329"	"Cc1ccc(S(=O)(=O)O[IH2](C#CC(C)(C)C)c2ccccc2)cc1"	0
"Drug 10330"	"NC(CCC(=O)NC(CS(=O)(=O)O)C(=O)O)C(=O)O"	0
"Drug 10331"	"NC(CCC(=O)NCCCC(=O)O)C(=O)O"	0
"Drug 10332"	"CSCCC(N)C(=O)NCCS(=O)(=O)O"	0
"Drug 10333"	"NC(CO)C(=O)NCCS(=O)(=O)O"	0
"Drug 10334"	"COC(=O)n1nnc2ncccc21"	0
"Drug 10335"	"O=c1oc2ccccc2c(O)c1C1=NC(=NN=Cc2ccc(Cl)cc2)SC1"	0
"Drug 10336"	"CC1SC(=NN=Cc2ccc(Cl)cc2)N=C1c1c(O)c2ccccc2oc1=O"	0
"Drug 10337"	"CC1SC(=N)NN=C1c1c(O)c2ccccc2oc1=O"	0
"Drug 10338"	"CCCNCCOc1nc(Cl)c(Cl)cc1Cl"	0
"Drug 10339"	"COc1ccc(C2Oc3cc(OC)ccc3C(=O)C2c2ccccc2)cc1"	0
"Drug 10340"	"COc1ccc(C2C(=O)c3ccc(OC)cc3OC2c2ccccc2)cc1"	0
"Drug 10341"	"Cc1cc(=O)oc2c1ccc1occc(=O)c12"	0
"Drug 10342"	"Cc1cc(=O)oc2ccc3c(=O)ccoc3c12"	0
"Drug 10343"	"ClCCCSSCCCCl"	0
"Drug 10344"	"O=S(=O)(CCCCl)SCCCCl"	0
"Drug 10345"	"C=CCSC(C)=O"	0
"Drug 10346"	"CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl"	0
"Drug 10347"	"CSC(SC)(C(=O)O)c1cc(-c2c(Cl)cccc2Cl)no1"	0
"Drug 10348"	"CCOC(=O)C1=C(C)C(=Cc2[nH]c(C)c(C(=O)OCC)c2C)N=C1C"	0
"Drug 10349"	"CN(C)c1ccc(C2N(C)CCN2C)cc1"	0
"Drug 10350"	"Cc1oc2ccccc2c(=O)c1CN1CCN(c2ccccn2)CC1.Cl"	0
"Drug 10351"	"O=C(Nc1ccccc1C(=O)Nc1nccs1)c1ccccc1"	0
"Drug 10352"	"S=CN1CCCCC1"	0
"Drug 10353"	"CONC(C)=O"	0
"Drug 10354"	"Cc1nc2cc(N)c(Cl)cc2[nH]1"	0
"Drug 10355"	"Cl.NC1CCCC(O)C1O"	0
"Drug 10356"	"CC(C)CCCC(C)C1CCC(C2CC(O)C3CC(O)C(O)CC3(CO)C2=O)C1(C)CCO"	0
"Drug 10357"	"Cc1ccc2nc(N(C)C)nc-2c2nc(Cl)[nH]c12.Cl"	0
"Drug 10358"	"Cc1nnc(NC(=O)c2cc(=O)c3ccccc3o2)s1"	0
"Drug 10359"	"O=C(Nc1nnc(-c2ccccc2)s1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1"	0
"Drug 10360"	"Cl.O=C1C(=Cc2ccccc2)CNCC1=Cc1ccccc1"	0
"Drug 10361"	"CCN1CCC(O)(C=Cc2ccccc2)C(C(=O)C=Cc2ccccc2)C1.Cl"	0
"Drug 10362"	"NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N"	0
"Drug 10363"	"Oc1ccccc1C1=[O+][Mn+]234([O+]=C(c5ccccc5O)[N-][N+]2=Cc2cccc[n+]23)[N+](=Cc2cccc[n+]24)[N-]1"	0
"Drug 10364"	"Oc1ccccc1C1=[O+][Co-4]234([O+]=C(c5ccccc5O)[N-][N+]2=Cc2cccc[n+]23)[N+](=Cc2cccc[n+]24)[N-]1"	0
"Drug 10365"	"COC(=O)Nc1cn2c(n1)SCC2"	0
"Drug 10366"	"COC(=O)Nc1cn2[nH]c(=N)sc2n1"	0
"Drug 10367"	"CC(=O)ONC(=O)CSc1nn2cc(-c3ccccc3)nc2s1"	0
"Drug 10368"	"CCCSc1nn2cc(NC(=O)OC)nc2s1"	0
"Drug 10369"	"CC(=O)ONc1nn2cc(-c3ccccc3)nc2s1"	0
"Drug 10370"	"COc1cc(-c2oc3c(OC)cc(OC)c(O)c3c(=O)c2OC)cc(OC)c1OC"	0
"Drug 10371"	"O=CNC=Cc1ccccc1"	0
"Drug 10372"	"COc1ccc(OC)c(C=CNC=O)c1"	0
"Drug 10373"	"O=CNC=Cc1cc(O)ccc1O"	0
"Drug 10374"	"COc1ccc(OC)c(C=C[N+](=O)[O-])c1"	0
"Drug 10375"	"Cc1ccccc1N1CC2CC3C=CC2(C1)O3"	0
"Drug 10376"	"CCC1(OC(=O)CCC(=O)O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.[NaH]"	0
"Drug 10377"	"CCC1(OC(=O)C(N)CCCCN)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.Cl"	0
"Drug 10378"	"CCC1(OP(=O)(O)O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1"	0
"Drug 10379"	"CCC1(OC(=O)C(N)CCC(=O)O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.Cl"	0
"Drug 10380"	"N#CC12CCCC(=O)N1c1ccccc1S2"	0
"Drug 10381"	"CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(-n3cccc3)cc21"	0
"Drug 10382"	"CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21"	0
"Drug 10383"	"O=c1cc(CCl)n2cnc3c(ncn3C3OC(CO)C(O)C3O)c2n1"	0
"Drug 10384"	"O=c1cc(CCl)nc2c3ncn(C4OC(CO)C(O)C4O)c3ncn12"	0
"Drug 10385"	"Cc1ccc(S(=O)(=O)N2CCC(C(=O)O)=Cc3c2[nH]c(=O)n(-c2ccccc2)c3=O)cc1"	0
"Drug 10386"	"CCCNc1nc2c(c(=O)n1-c1ccccc1)C=C(C(=O)OC)CCN2S(=O)(=O)c1ccc(C)cc1"	0
"Drug 10387"	"CC1NC(=O)C(C(C)C)NC(=O)C2=CN(Cc3ccccc3)C=CC2NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C2=CN(Cc3ccccc3)C=CC2NC1=O"	0
"Drug 10388"	"CSc1nc(=O)n(CCC#N)nc1SC"	0
"Drug 10389"	"CCCCCCCCCCCC(=O)c1c(O)cc(C)oc1=O"	0
"Drug 10390"	"C=CCC1(C(C)Cc2ccc(OC)c(OC)c2)CC(OC)C=CC1=O"	1
"Drug 10391"	"C=CCC1(C(C)C(OC(C)=O)c2ccc3c(c2)OCO3)CC(OC)C=CC1=O"	0
"Drug 10392"	"Cc1cc(Oc2cnc(O)nc2)cs1"	0
"Drug 10393"	"O=[N+]([O-])c1ccc(-c2cn(-c3ccc(Cl)cc3)cn2)cc1"	0
"Drug 10394"	"CCOC(=O)c1ccc(-n2cnc(-c3ccc([N+](=O)[O-])cc3)c2)cc1"	1
"Drug 10395"	"OC1CCC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)O1"	0
"Drug 10396"	"C[n+]1c(-c2ccc(C=NNC(=O)c3ccc(C(=O)NN=Cc4ccc(-c5cn6ccccc6[n+]5C)cc4)c(O)c3O)cc2)cn2ccccc21.[Br-]"	1
"Drug 10397"	"C[n+]1c(-c2ccc(C=NNC(=O)c3cc(O)c(C(=O)NN=Cc4ccc(-c5cn6ccccc6[n+]5C)cc4)cc3O)cc2)cn2ccccc21.[Br-]"	0
"Drug 10398"	"C[n+]1c(C=NNC(=O)c2ccc(C(=O)NN=Cc3cn4ccccc4[n+]3C)cc2)cn2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1"	0
"Drug 10399"	"C[n+]1c(C=Cc2ccc(C=NNC(=O)c3ccc(C(=O)NN=Cc4ccc(C=Cc5cn6ccccc6[n+]5C)cc4)cc3)cc2)cn2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1"	0
"Drug 10400"	"C=C(C)CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C"	0
"Drug 10401"	"O=S(=O)(O)CCCNC(CO)(CO)CO"	0
"Drug 10402"	"O=S(=O)(O)CC(O)CNC(CO)(CO)CO"	0
"Drug 10403"	"NC12CCC(N)(c3ccccc31)c1ccccc12"	0
"Drug 10404"	"O=C1N=C2SCCCN2C1(c1ccccc1)c1ccccc1"	0
"Drug 10405"	"O=C1N2CCCSC2=NC1(c1ccccc1)c1ccccc1"	0
"Drug 10406"	"N=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1"	1
"Drug 10407"	"CC(C)=CCCC(C)C1C(OC2OC(CO)C(O)C(O)C2O)CC2(C)C3CC(=O)C4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC45CC35CCC12C"	0
"Drug 10408"	"CC(C=CC=CC=CC=CC=CC(=O)C1=C(O)C(CCC(=O)O)N(C)C1=O)=CC(C)C(OC1CC(O)C(O)C(C)O1)C(C)C.[NaH]"	0
"Drug 10409"	"CCCCCC12OCC(C)(C)N1O2"	0
"Drug 10410"	"CC1(C)COC2(C)ON12"	0
"Drug 10411"	"CC(C)(CO)[N+](=O)[CH-]c1ccccc1"	0
"Drug 10412"	"CC1(C)COC2(C)N(c3ccccc3)C(=O)ON12"	0
"Drug 10413"	"CCC12OCC(C)(C)N1OC(=O)N2c1ccccc1"	0
"Drug 10414"	"CC1(C)COC2(c3ccccc3)N(c3ccccc3)C(=O)ON12"	0
"Drug 10415"	"COC(=O)C1=C(c2ccccc2)ON2C(C)(C)COC12C"	0
"Drug 10416"	"CC1(C)CCC2(C)N(c3ccccc3)C(=O)ON12"	0
"Drug 10417"	"O=C1OCC23CCC4C1C42CC1(CC3)OCCO1"	0
"Drug 10418"	"CCOC=C(C)CC1([N+](=O)[O-])C(=O)c2ccccc2C1=O"	0
"Drug 10419"	"OC1C=CC2C(CC1)C1(c3ccccc3)OC2(c2ccccc2)c2ccccc21"	0
"Drug 10420"	"CC1=NS(=O)(O)=NC(C)=C1CC1=C(C)N=S(=O)(O)N=C1C"	0
"Drug 10421"	"COc1cc(Br)c(-c2coc3c(OC)c(OC)ccc3c2=O)cc1OC"	0
"Drug 10422"	"CC1(CCC(=O)c2ccc3c(c2)OCO3)OCCO1"	0
"Drug 10423"	"COc1ccc(C(=O)CCC2(C)OCCO2)cc1OC"	0
"Drug 10424"	"COc1ccc(-c2cc3c(c4cc(OC)ccc24)C(=O)OC3=O)cc1"	0
"Drug 10425"	"COc1cnc2cc(C(=O)O)c3c([N+](=O)[O-])cccc3c2c1"	0
"Drug 10426"	"CCOc1cc2c(=O)oc3c(OC)ccc4ccc(c1OC)c2c43"	0
"Drug 10427"	"CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321"	0
"Drug 10428"	"CC(C)(O)c1cc2nc3ccccc3nc2n1CCO"	0
"Drug 10429"	"Cl.NC(CO)Cc1c[nH]cn1"	0
"Drug 10430"	"CCC(C)C(=O)c1c(O)c(CC=C(C)CCC=C(C)C)c(O)c2c(C(O)CC)cc(=O)oc12"	0
"Drug 10431"	"CC1(Cl)CCC2(CC1Br)C(C)(C)C(Br)=CC1OC12C"	0
"Drug 10432"	"CC1(Cl)CC(O)C2(CC1Br)C1(C)OC1C1OC1(Br)C2(C)C"	0
"Drug 10433"	"CC1=CC(O)C(Br)C(C)(C)C12CCC(C)(Cl)C(Br)C2"	0
"Drug 10434"	"CC1=CCC(Br)C(C)(C)C12CCC(C)(Cl)C(Br)C2"	0
"Drug 10435"	"CC1C2Cc3ccc(O)cc3C1(C)CCN2C"	0
"Drug 10436"	"CCOC(=O)C(C#N)C1=CC(=O)C(=O)c2ccc(O)cc21"	0
"Drug 10437"	"Nc1n[n+]([O-])c2cnccc2[n+]1[O-]"	0
"Drug 10438"	"CC(C)(CCc1nc2ccccc2[nH]1)C(=O)O"	0
"Drug 10439"	"COc1ccc2c(c1)C1OCCNC1CC2.Cl"	0
"Drug 10440"	"Cc1c2ccncc2c(C)c2c1[nH]c1ccc(F)cc12"	0
"Drug 10441"	"COc1cc2cc3cc(-c4ccc(Cl)cc4)c(N4CCN(C)CC4)nc3nc2cc1OC"	0
"Drug 10442"	"CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C5(OCOC5=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1"	0
"Drug 10443"	"CCSSc1ccccc1C(=O)NC(CC)CO"	0
"Drug 10444"	"CCC(C)SSc1ccccc1C(=O)Nc1ccc(Cl)cc1"	0
"Drug 10445"	"COC(=O)c1nn(-c2ccc(Cl)cc2)c2nc3ccccc3c-2c1C(=O)OC"	0
"Drug 10446"	"NC(=O)c1cccn1Cc1ccccc1SSc1ccccc1Cn1cccc1C(N)=O"	1
"Drug 10447"	"O=C1Sc2ccccc2C(=O)N2CCCC12"	0
"Drug 10448"	"O=[N+]([O-])c1ccc(Nc2ccccc2)c2nonc12"	0
"Drug 10449"	"Cc1ccccc1Nc1ccc([N+](=O)[O-])c2nonc12"	0
"Drug 10450"	"COc1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1"	0
"Drug 10451"	"O=[N+]([O-])c1ccc(Nc2ccc(Cl)cc2)c2nonc12"	0
"Drug 10452"	"CCOc1ccncc1[N+](=O)[O-]"	0
"Drug 10453"	"COC(=O)CC1(C)CCC2(OC(CC(C)=O)C3C(C)(C)CCCC32C)O1"	0
