DrugBank ID,Name,Drug Groups,SMILES,Formula,ChemSpider ID,Wikipedia ID
DB00946,Phenprocoumon,approved; investigational,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,C18H16O3,10441592.0,Phenprocoumon
DB00947,Fulvestrant,approved; investigational,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],C32H47F5O3S,94553.0,Fulvestrant
DB00948,Mezlocillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,C21H25N5O8S2,570894.0,Mezlocillin
DB00949,Felbamate,approved,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,C11H14N2O4,3214.0,Felbamate
DB00950,Fexofenadine,approved; investigational,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H39NO4,3231.0,Fexofenadine
DB00951,Isoniazid,approved; investigational,NNC(=O)C1=CC=NC=C1,C6H7N3O,3635.0,Isoniazid
DB00952,Naratriptan,approved; investigational,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,C17H25N3O2S,4287.0,Naratriptan
DB00953,Rizatriptan,approved,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,C15H19N5,4900.0,Rizatriptan
DB00955,Netilmicin,approved; investigational,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,C21H41N5O7,20152952.0,Netilmicin
DB00956,Hydrocodone,approved; illicit; investigational,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,C18H21NO3,4447623.0,Hydrocodone
DB00957,Norgestimate,approved; investigational,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,C23H31NO3,5022837.0,Norgestimate
DB00958,Carboplatin,approved,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],C6H12N2O4Pt,8514637.0,Carboplatin
DB00959,Methylprednisolone,approved; vet_approved,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H30O5,6485.0,Methylprednisolone
DB00960,Pindolol,approved; investigational,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,C14H20N2O2,4662.0,Pindolol
DB00961,Mepivacaine,approved; vet_approved,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,C15H22N2O,3922.0,Mepivacaine
DB00962,Zaleplon,approved; illicit; investigational,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,C17H15N5O,5517.0,Zaleplon
DB00963,Bromfenac,approved,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,C15H12BrNO3,54730.0,Bromfenac
DB00964,Apraclonidine,approved,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,C9H10Cl2N4,2130.0,Apraclonidine
DB00965,Ethiodized oil,approved; investigational,,,,Lipiodol
DB00966,Telmisartan,approved; investigational,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,C33H30N4O2,59391.0,Telmisartan
DB00967,Desloratadine,approved; investigational,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,C19H19ClN2,110575.0,Desloratadine
DB00968,Methyldopa,approved,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,C10H13NO4,35562.0,Methyldopa
DB00969,Alosetron,approved; withdrawn,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,C17H18N4O,2015.0,Alosetron
DB00970,Dactinomycin,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,C62H86N12O16,10482167.0,Dactinomycin
DB00971,Selenium Sulfide,approved,S=[Se]=S,S2Se,22519.0,
DB00972,Azelastine,approved,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,C22H24ClN3O,2180.0,Azelastine
DB00973,Ezetimibe,approved,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,C24H21F2NO3,132493.0,Ezetimibe
DB00974,Edetic acid,approved; vet_approved,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,C10H16N2O8,5826.0,Ethylenediaminetetraacetic_acid
DB00975,Dipyridamole,approved,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,C24H40N8O4,2997.0,Dipyridamole
DB00976,Telithromycin,approved,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,C43H65N5O10,2273373.0,Telithromycin
DB00977,Ethinylestradiol,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C20H24O2,5770.0,Ethinylestradiol
DB00978,Lomefloxacin,approved; investigational,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,C17H19F2N3O3,3811.0,Lomefloxacin
DB00979,Cyclopentolate,approved,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,C17H25NO3,2802.0,Cyclopentolate
DB00980,Ramelteon,approved; investigational,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,C16H21NO2,181000.0,Ramelteon
DB00981,Physostigmine,approved; investigational,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,C15H21N3O2,5763.0,Physostigmine
DB00982,Isotretinoin,approved,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,C20H28O2,4445539.0,Isotretinoin
DB00983,Formoterol,approved; investigational,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,C19H24N2O4,3292.0,Formoterol
DB00984,Nandrolone phenpropionate,approved; illicit; investigational,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C27H34O3,199761.0,Nandrolone
DB00985,Dimenhydrinate,approved,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,C24H28ClN5O3,10210.0,Dimenhydrinate
DB00986,Glycopyrronium,approved; investigational; vet_approved,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,C19H28NO3,3374.0,Glycopyrronium_bromide
DB00987,Cytarabine,approved; investigational,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C9H13N3O5,6017.0,Cytarabine
DB00988,Dopamine,approved,NCCC1=CC(O)=C(O)C=C1,C8H11NO2,661.0,Dopamine
DB00989,Rivastigmine,approved; investigational,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,C14H22N2O2,70377.0,Rivastigmine
DB00990,Exemestane,approved; investigational,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,C20H24O2,54278.0,Exemestane
DB00991,Oxaprozin,approved,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,C18H15NO3,4453.0,Oxaprozin
DB00992,Methyl aminolevulinate,approved; investigational,COC(=O)CCC(=O)CN,C6H11NO3,138950.0,Methyl_aminolevulinate
DB00993,Azathioprine,approved,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,C9H7N7O2S,2178.0,Azathioprine
DB00994,Neomycin,approved; vet_approved,,,,Neomycin
DB00995,Auranofin,approved; investigational,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,C20H34AuO9PS,5293650.0,Auranofin
DB00996,Gabapentin,approved; investigational,NCC1(CC(O)=O)CCCCC1,C9H17NO2,3328.0,Gabapentin
DB00997,Doxorubicin,approved; investigational,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C27H29NO11,29400.0,Doxorubicin
DB00998,Frovatriptan,approved; investigational,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,C14H17N3O,70378.0,Frovatriptan
DB00999,Hydrochlorothiazide,approved; vet_approved,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C7H8ClN3O4S2,3513.0,Hydrochlorothiazide
DB01000,Cyclacillin,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,C15H23N3O4S,17941.0,Ciclacillin
DB01001,Salbutamol,approved; vet_approved,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,C13H21NO3,1999.0,Salbutamol
DB01002,Levobupivacaine,approved; investigational,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,C18H28N2O,83289.0,Levobupivacaine
DB01003,Cromoglicic acid,approved,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,C23H16O11,2779.0,Cromoglicic_acid
DB01004,Ganciclovir,approved; investigational,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,C9H13N5O4,3336.0,Ganciclovir
DB01005,Hydroxyurea,approved,NC(=O)NO,CH4N2O2,3530.0,Hydroxycarbamide
DB01006,Letrozole,approved; investigational,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,C17H11N5,3765.0,Letrozole
DB01007,Tioconazole,approved,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,C16H13Cl3N2OS,5282.0,Tioconazole
DB01008,Busulfan,approved; investigational,CS(=O)(=O)OCCCCOS(C)(=O)=O,C6H14O6S2,2384.0,Busulfan
DB01009,Ketoprofen,approved; vet_approved,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,C16H14O3,3693.0,Ketoprofen
DB01010,Edrophonium,approved,CC[N+](C)(C)C1=CC(O)=CC=C1,C10H16NO,3090.0,Edrophonium
DB01011,Metyrapone,approved; investigational,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,C14H14N2O,4030.0,Metyrapone
DB01012,Cinacalcet,approved,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,C22H22F3N,137743.0,Cinacalcet
DB01013,Clobetasol propionate,approved,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C25H32ClFO5,30399.0,Clobetasol_propionate
DB01014,Balsalazide,approved; investigational,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,C17H15N3O6,10662422.0,Balsalazide
DB01015,Sulfamethoxazole,approved,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,C10H11N3O3S,5138.0,Sulfamethoxazole
DB01016,Glyburide,approved,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C23H28ClN3O5S,3368.0,Glibenclamide
DB01017,Minocycline,approved; investigational,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C23H27N3O7,16735907.0,Minocycline
DB01018,Guanfacine,approved; investigational,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,C9H9Cl2N3O,3399.0,Guanfacine
DB01019,Bethanechol,approved,CC(C[N+](C)(C)C)OC(N)=O,C7H17N2O2,2280.0,Bethanechol
DB01020,Isosorbide mononitrate,approved,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,C6H9NO6,25736.0,Isosorbide_mononitrate
DB01021,Trichlormethiazide,approved; vet_approved,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,C8H8Cl3N3O4S2,5359.0,Trichlormethiazide
DB01022,Phylloquinone,approved; investigational,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,C31H46O2,4447652.0,Phytomenadione
DB01023,Felodipine,approved; investigational,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,C18H19Cl2NO4,3216.0,Felodipine
DB01024,Mycophenolic acid,approved,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,C17H20O6,393865.0,Mycophenolic_acid
DB01025,Amlexanox,approved; investigational; withdrawn,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,C16H14N2O4,2076.0,Amlexanox
DB01026,Ketoconazole,approved; investigational,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C26H28Cl2N4O4,3691.0,Ketoconazole
DB01028,Methoxyflurane,approved; investigational; vet_approved,COC(F)(F)C(Cl)Cl,C3H4Cl2F2O,3973.0,Methoxyflurane
DB01029,Irbesartan,approved; investigational,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,C25H28N6O,3618.0,Irbesartan
DB01030,Topotecan,approved; investigational,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,C23H23N3O5,54705.0,Topotecan
DB01031,Ethinamate,approved; illicit; withdrawn,NC(=O)OC1(CCCCC1)C#C,C9H13NO2,3169.0,Ethinamate
DB01032,Probenecid,approved; investigational,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,C13H19NO4S,4742.0,Probenecid
DB01033,Mercaptopurine,approved,S=C1N=CNC2=C1NC=N2,C5H4N4S,580869.0,Mercaptopurine
DB01035,Procainamide,approved,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,C13H21N3O,4744.0,Procainamide
DB01036,Tolterodine,approved; investigational,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,C22H31NO,391967.0,Tolterodine
DB01037,Selegiline,approved; investigational; vet_approved,C[C@H](CC1=CC=CC=C1)N(C)CC#C,C13H17N,24930.0,Selegiline
DB01039,Fenofibrate,approved,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,C20H21ClO4,3222.0,Fenofibrate
DB01041,Thalidomide,approved; investigational; withdrawn,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,C13H10N2O4,5233.0,Thalidomide
DB01042,Melphalan,approved,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,C13H18Cl2N2O2,405297.0,Melphalan
DB01043,Memantine,approved; investigational,CC12CC3CC(C)(C1)CC(N)(C3)C2,C12H21N,3914.0,Memantine
DB01044,Gatifloxacin,approved; investigational,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,C19H22FN3O4,5186.0,Gatifloxacin
DB01045,Rifampicin,approved,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,C43H58N4O12,10468813.0,Rifampicin
DB01046,Lubiprostone,approved; investigational,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,C20H32F2O5,138948.0,Lubiprostone
DB01047,Fluocinonide,approved; investigational,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,C26H32F2O7,9265.0,Fluocinonide
DB01048,Abacavir,approved; investigational,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1,C14H18N6O,390063.0,Abacavir
DB01049,Ergoloid mesylate,approved,,,60600935.0,Ergoloid
DB01050,Ibuprofen,approved,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,C13H18O2,3544.0,Ibuprofen
DB01051,Novobiocin,approved; investigational; vet_approved,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,C31H36N2O11,10226117.0,Novobiocin
DB01053,Benzylpenicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,C16H18N2O4S,5693.0,Benzylpenicillin
DB01054,Nitrendipine,approved; investigational,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,C18H20N2O6,4351.0,Nitrendipine
DB01056,Tocainide,approved,CC(N)C(=O)NC1=C(C)C=CC=C1C,C11H16N2O,35632.0,Tocainide
DB01057,Echothiophate,approved,CCOP(=O)(OCC)SCC[N+](C)(C)C,C9H23NO3PS,10108.0,Echothiophate
DB01058,Praziquantel,approved; investigational; vet_approved,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,C19H24N2O2,4722.0,Praziquantel
DB01059,Norfloxacin,approved,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,C16H18FN3O3,4380.0,Norfloxacin
DB01060,Amoxicillin,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,C16H19N3O5S,31006.0,Amoxicillin
DB01061,Azlocillin,approved,[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,C20H23N5O6S,4980416.0,Azlocillin
DB01062,Oxybutynin,approved; investigational,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C22H31NO3,4473.0,Oxybutynin
DB01063,Acetophenazine,approved,CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1,C23H29N3O2S,16708.0,Acetophenazine
DB01064,Isoprenaline,approved; investigational,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,C11H17NO3,3647.0,Isoprenaline
DB01065,Melatonin,approved; nutraceutical; vet_approved,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,C13H16N2O2,872.0,Melatonin
DB01066,Cefditoren,approved; investigational,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,C19H18N6O5S3,8046534.0,Cefditoren
DB01067,Glipizide,approved; investigational,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C21H27N5O4S,3359.0,Glipizide
DB01068,Clonazepam,approved; illicit,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,C15H10ClN3O3,2700.0,Clonazepam
DB01069,Promethazine,approved; investigational,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,C17H20N2S,4758.0,Promethazine
DB01070,Dihydrotachysterol,approved,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,C28H46O,4470607.0,Dihydrotachysterol
DB01072,Atazanavir,approved; investigational,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,C38H52N6O7,130642.0,Atazanavir
DB01073,Fludarabine,approved,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C10H12FN5O4,571392.0,Fludarabine
DB01074,Perhexiline,approved; investigational,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,C19H35N,4584.0,Perhexiline
DB01075,Diphenhydramine,approved; investigational,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,C17H21NO,2989.0,Diphenhydramine
DB01076,Atorvastatin,approved,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,C33H35FN2O5,54810.0,Atorvastatin
DB01077,Etidronic acid,approved,CC(O)(P(O)(O)=O)P(O)(O)=O,C2H8O7P2,3189.0,Etidronic_acid
DB01078,Deslanoside,approved,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,C47H74O19,26618.0,Deslanoside
DB01079,Tegaserod,approved; investigational; withdrawn,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,C16H23N5O,10609889.0,Tegaserod
DB01080,Vigabatrin,approved,NC(CCC(O)=O)C=C,C6H11NO2,5463.0,Vigabatrin
DB01081,Diphenoxylate,approved; illicit,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C30H32N2O2,12919.0,Diphenoxylate
DB01082,Streptomycin,approved; vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,C21H39N7O12,18508.0,Streptomycin
DB01083,Orlistat,approved; investigational,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,C29H53NO5,2298564.0,Orlistat
DB01084,Emedastine,approved,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,C17H26N4O,3106.0,Emedastine
DB01085,Pilocarpine,approved; investigational,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,C11H16N2O2,5699.0,Pilocarpine
DB01086,Benzocaine,approved; investigational,CCOC(=O)C1=CC=C(N)C=C1,C9H11NO2,13854242.0,Benzocaine
DB01087,Primaquine,approved,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,C15H21N3O,4739.0,Primaquine
DB01088,Iloprost,approved; investigational,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,C22H32O4,4470703.0,Iloprost
DB01089,Deserpidine,approved,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,C32H38N2O8,8232.0,Deserpidine
DB01090,Pentolinium,approved,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,C15H32N2,5641.0,Pentolinium
DB01091,Butenafine,approved,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,C23H27N,2390.0,Butenafine
DB01092,Ouabain,approved,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,C29H44O12,388599.0,Ouabain
DB01093,Dimethyl sulfoxide,approved; vet_approved,CS(C)=O,C2H6OS,659.0,Dimethyl_sulfoxide
DB01095,Fluvastatin,approved,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,C24H26FNO4,4510159.0,Fluvastatin
DB01096,Oxamniquine,approved,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,C14H21N3O3,4451.0,Oxamniquine
DB01097,Leflunomide,approved; investigational,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,C12H9F3N2O2,3762.0,Leflunomide
DB01098,Rosuvastatin,approved,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,C22H28FN3O6S,393589.0,Rosuvastatin
DB01099,Flucytosine,approved; investigational,NC1=C(F)C=NC(=O)N1,C4H4FN3O,3249.0,Flucytosine
DB01100,Pimozide,approved,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,C28H29F2N3O,15520.0,Pimozide
DB01101,Capecitabine,approved; investigational,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,C15H22FN3O6,54916.0,Capecitabine
DB01102,Arbutamine,approved,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,C18H23NO4,54785.0,Arbutamine
